60,29,0,5,18,3
29,30,1,2,4,3
33,30,1,1,15,3
42,31,0,5,9,3
29,32,1,1,40,3
25,33,0,5,8.3,3
32,33,2,1,60,3
59,33,2,1,9,2
25,34,0,5,17.6,3
26,34,1,1,45,3
27,34,2,1,57,3
27,35,1,1,10,2
54,35,1,1,8,2
41,35,0,3,12,3
34,35,0,3,7,3
24,35,2,1,6,2
51,35,0,3,6,3
44,36,0,5,11,3
45,37,0,5,34,3
46,38,1,1,10,3
46,38,1,1,8,3
42,39,2,2,12.5,4
52,40,0,2,8,3
57,40,2,2,18,3
39,42,2,1,7,4
50,43,0,5,16,2
67,43,0,5,22,2
39,43,0,5,20,2
27,43,2,2,24,2
47,44,0,3,13,2
40,45,0,2,53,2
36,45,2,5,6,2
28,45,1,1,20,2
44,45,1,1,60,3
44,46,1,1,13,3
42,46,0,3,4,4
28,46,1,1,10,4
23,46,1,1,15.5,3
25,46,2,1,11.8,3
40,47,0,5,7,3
54,47,0,5,20,3
46,48,0,2,11,2
57,48,2,1,4,2
50,49,1,2,16,3
52,49,0,2,14,3
49,50,1,3,8,3
43,50,0,5,5.2,3
28,50,2,5,7,3
32,50,2,1,7,3
35,50,0,5,8.6,3
37,50,0,5,11,3
37,50,0,5,23,3
40,50,0,5,6,3
42,50,0,5,41,3
46,50,0,5,7,3
34,51,2,1,46,4
53,52,2,1,23,4
64,52,1,1,20,6
39,53,0,3,6,3
44,54,2,1,46,5
30,54,0,3,12,3
38,55,1,1,4,4
61,56,0,2,14,4
46,56,1,1,14,4
48,56,2,1,13,3
30,56,1,1,18,4
56,56,1,1,15,4
40,50,0,5,23,3
22,58,2,1,37,3
54,59,1,1,123,4
50,60,2,1,4,3
42,60,0,5,4.7,3
49,60,0,5,8.7,3
42,60,0,5,6,3
21,60,1,1,6,3
20,60,2,5,6.3,3
